Usage_time,Battery,Temp1,Temp2,Temp3,LFoot_x,LFoot_y,LFoot_z,RFoot_x,RFoot_y,RFoot_z,LFootCOP_x,LFootCOP_y,RFootCOP_x,RFootCOP_y,LFootCOP_value,LFootCOP_vector_x,LFootCOP_vector_y,RFootCOP_value,RFootCOP_vector_x,RFootCOP_vector_y,LFoot_time_travel,RFoot_time_travel,LH_Abd_Temp,LH_Rot_Temp,LH_Flex_Temp,LK_Temp,LA_Lat_Temp,LA_Med_Temp,RH_Abd_Temp,RH_Rot_Temp,RH_Flex_Temp,RK_Temp,RA_Lat_Temp,RA_Med_Temp,LH_Abd_Amp,LH_Rot_Amp,LH_Flex_Amp,LK_Amp,LA_Lat_Amp,LA_Med_Amp,RH_Abd_Amp,RH_Rot_Amp,RH_Flex_Amp,RK_Amp,RA_Lat_Amp,RA_Med_Amp
00:00:19:114,90,27.0,53.0,25.0,36500.0,0.0,0.0,36400.0,0.0,0.0,79.0,-69.0,-85.0,-16.0,0.0,30.0,30.0,28.0,30.0,-30.0,3.0,3.0,91.0,89.0,88.0,65.0,50.0,73.0,12.0,93.0,21.0,25.0,11.0,42.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
00:00:19:166,90,27.0,53.0,25.0,36500.0,0.0,0.0,36600.0,0.0,0.0,-33.0,24.0,-85.0,-16.0,10.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,91.0,89.0,88.0,65.0,50.0,73.0,12.0,93.0,21.0,25.0,11.0,42.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
00:00:19:217,90,27.0,53.0,25.0,36700.0,0.0,0.0,36600.0,0.0,0.0,-33.0,24.0,-43.0,-9.0,0.0,30.0,30.0,10.0,30.0,-30.0,3.0,3.0,91.0,89.0,88.0,65.0,50.0,73.0,12.0,93.0,21.0,25.0,11.0,42.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
00:00:19:269,90,27.0,53.0,25.0,36700.0,0.0,0.0,36800.0,0.0,0.0,-55.0,-36.0,-43.0,-9.0,18.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,91.0,89.0,88.0,65.0,50.0,73.0,12.0,93.0,21.0,25.0,11.0,42.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
00:00:19:321,90,27.0,53.0,25.0,36900.0,0.0,0.0,36800.0,0.0,0.0,-55.0,-36.0,62.0,-80.0,0.0,30.0,30.0,19.0,30.0,-30.0,3.0,3.0,91.0,89.0,88.0,65.0,50.0,73.0,12.0,93.0,21.0,25.0,11.0,42.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
00:00:19:372,90,27.0,53.0,25.0,36900.0,0.0,0.0,37000.0,0.0,0.0,-29.0,43.0,62.0,-80.0,10.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,91.0,89.0,88.0,65.0,50.0,73.0,12.0,93.0,21.0,25.0,11.0,42.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
00:00:19:454,90,27.0,53.0,25.0,37100.0,0.0,0.0,37000.0,0.0,0.0,-29.0,43.0,-33.0,9.0,0.0,30.0,30.0,25.0,30.0,-30.0,3.0,3.0,91.0,89.0,88.0,65.0,50.0,73.0,12.0,93.0,21.0,25.0,11.0,42.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
00:00:19:507,90,27.0,53.0,25.0,37100.0,0.0,0.0,37200.0,0.0,0.0,232.0,17.0,-33.0,9.0,10.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,91.0,89.0,88.0,65.0,50.0,73.0,12.0,93.0,21.0,25.0,11.0,42.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
00:00:19:559,90,27.0,53.0,25.0,37300.0,0.0,0.0,37200.0,0.0,0.0,232.0,17.0,124.0,16.0,0.0,30.0,30.0,18.0,30.0,-30.0,3.0,3.0,91.0,89.0,88.0,65.0,50.0,73.0,12.0,93.0,21.0,25.0,11.0,42.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
00:00:19:610,90,91.0,27.0,30.0,37300.0,0.0,0.0,37400.0,0.0,0.0,225.0,-49.0,124.0,16.0,10.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,7.0,12.0,83.0,88.0,91.0,34.0,46.0,21.0,6.0,5.0,41.0,60.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
00:00:19:625,90,91.0,27.0,30.0,37300.0,0.0,0.0,37400.0,0.0,0.0,225.0,-49.0,124.0,16.0,10.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,7.0,12.0,83.0,88.0,91.0,34.0,46.0,21.0,6.0,5.0,41.0,60.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
00:00:19:662,90,91.0,27.0,30.0,37500.0,0.0,0.0,37400.0,0.0,0.0,225.0,-49.0,71.0,-61.0,0.0,30.0,30.0,24.0,30.0,-30.0,3.0,3.0,7.0,12.0,83.0,88.0,91.0,34.0,46.0,21.0,6.0,5.0,41.0,60.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
00:00:19:713,90,91.0,27.0,30.0,37500.0,0.0,0.0,37600.0,0.0,0.0,5.0,-31.0,71.0,-61.0,13.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,7.0,12.0,83.0,88.0,91.0,34.0,46.0,21.0,6.0,5.0,41.0,60.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
00:00:19:765,90,91.0,27.0,30.0,37700.0,0.0,0.0,37600.0,0.0,0.0,5.0,-31.0,-50.0,65.0,0.0,30.0,30.0,23.0,30.0,-30.0,3.0,3.0,7.0,12.0,83.0,88.0,91.0,34.0,46.0,21.0,6.0,5.0,41.0,60.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
00:00:19:817,90,91.0,27.0,30.0,37700.0,0.0,0.0,37800.0,0.0,0.0,-13.0,-79.0,-50.0,65.0,29.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,7.0,12.0,83.0,88.0,91.0,34.0,46.0,21.0,6.0,5.0,41.0,60.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
00:00:19:869,90,91.0,27.0,30.0,37900.0,0.0,0.0,37800.0,0.0,0.0,-13.0,-79.0,-54.0,-50.0,0.0,30.0,30.0,23.0,30.0,-30.0,3.0,3.0,7.0,12.0,83.0,88.0,91.0,34.0,46.0,21.0,6.0,5.0,41.0,60.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
00:00:19:921,90,91.0,27.0,30.0,37900.0,0.0,0.0,38000.0,0.0,0.0,-36.0,47.0,-54.0,-50.0,29.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,7.0,12.0,83.0,88.0,91.0,34.0,46.0,21.0,6.0,5.0,41.0,60.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
00:00:19:995,90,91.0,27.0,30.0,38100.0,0.0,0.0,38000.0,0.0,0.0,-36.0,47.0,54.0,65.0,0.0,30.0,30.0,25.0,30.0,-30.0,3.0,3.0,7.0,12.0,83.0,88.0,91.0,34.0,46.0,21.0,6.0,5.0,41.0,60.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
00:00:20:040,89,91.0,27.0,30.0,38100.0,0.0,0.0,38200.0,0.0,0.0,196.0,-32.0,54.0,65.0,24.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,7.0,12.0,83.0,88.0,91.0,34.0,46.0,21.0,6.0,5.0,41.0,60.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0
00:00:20:040,89,91.0,27.0,30.0,38100.0,0.0,0.0,38200.0,0.0,0.0,196.0,-32.0,54.0,65.0,24.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,7.0,12.0,83.0,88.0,91.0,34.0,46.0,21.0,6.0,5.0,41.0,60.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0
00:00:20:040,89,91.0,27.0,30.0,38300.0,0.0,0.0,38200.0,0.0,0.0,196.0,-32.0,50.0,26.0,0.0,30.0,30.0,20.0,30.0,-30.0,3.0,3.0,7.0,12.0,83.0,88.0,91.0,34.0,46.0,21.0,6.0,5.0,41.0,60.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0
00:00:20:130,89,47.0,44.0,39.0,38300.0,0.0,0.0,38200.0,0.0,0.0,196.0,-32.0,50.0,26.0,0.0,30.0,30.0,20.0,30.0,-30.0,3.0,3.0,98.0,92.0,37.0,87.0,25.0,5.0,86.0,34.0,85.0,89.0,95.0,81.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0
00:00:20:130,89,47.0,44.0,39.0,38300.0,0.0,0.0,38400.0,0.0,0.0,199.0,-54.0,50.0,26.0,23.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,98.0,92.0,37.0,87.0,25.0,5.0,86.0,34.0,85.0,89.0,95.0,81.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0
00:00:20:232,89,47.0,44.0,39.0,38500.0,0.0,0.0,38400.0,0.0,0.0,199.0,-54.0,51.0,-18.0,0.0,30.0,30.0,21.0,30.0,-30.0,3.0,3.0,98.0,92.0,37.0,87.0,25.0,5.0,86.0,34.0,85.0,89.0,95.0,81.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0
00:00:20:232,89,47.0,44.0,39.0,38500.0,0.0,0.0,38600.0,0.0,0.0,-58.0,25.0,51.0,-18.0,16.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,98.0,92.0,37.0,87.0,25.0,5.0,86.0,34.0,85.0,89.0,95.0,81.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0
00:00:20:301,89,47.0,44.0,39.0,38700.0,0.0,0.0,38600.0,0.0,0.0,-58.0,25.0,130.0,10.0,0.0,30.0,30.0,17.0,30.0,-30.0,3.0,3.0,98.0,92.0,37.0,87.0,25.0,5.0,86.0,34.0,85.0,89.0,95.0,81.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0
00:00:20:340,89,47.0,44.0,39.0,38700.0,0.0,0.0,38800.0,0.0,0.0,44.0,31.0,130.0,10.0,22.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,98.0,92.0,37.0,87.0,25.0,5.0,86.0,34.0,85.0,89.0,95.0,81.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0
00:00:20:414,89,47.0,44.0,39.0,38900.0,0.0,0.0,38800.0,0.0,0.0,44.0,31.0,204.0,-70.0,0.0,30.0,30.0,18.0,30.0,-30.0,3.0,3.0,98.0,92.0,37.0,87.0,25.0,5.0,86.0,34.0,85.0,89.0,95.0,81.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0
00:00:20:458,89,47.0,44.0,39.0,38900.0,0.0,0.0,39000.0,0.0,0.0,59.0,-31.0,204.0,-70.0,25.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,98.0,92.0,37.0,87.0,25.0,5.0,86.0,34.0,85.0,89.0,95.0,81.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0
00:00:20:519,89,47.0,44.0,39.0,39100.0,0.0,0.0,39000.0,0.0,0.0,59.0,-31.0,115.0,-45.0,0.0,30.0,30.0,19.0,30.0,-30.0,3.0,3.0,98.0,92.0,37.0,87.0,25.0,5.0,86.0,34.0,85.0,89.0,95.0,81.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0
00:00:20:570,89,47.0,44.0,39.0,39100.0,0.0,0.0,39200.0,0.0,0.0,17.0,10.0,115.0,-45.0,30.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,98.0,92.0,37.0,87.0,25.0,5.0,86.0,34.0,85.0,89.0,95.0,81.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0
00:00:20:613,89,47.0,44.0,39.0,39300.0,0.0,0.0,39200.0,0.0,0.0,17.0,10.0,147.0,17.0,0.0,30.0,30.0,14.0,30.0,-30.0,3.0,3.0,98.0,92.0,37.0,87.0,25.0,5.0,86.0,34.0,85.0,89.0,95.0,81.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0
00:00:20:613,89,59.0,67.0,67.0,39300.0,0.0,0.0,39200.0,0.0,0.0,17.0,10.0,147.0,17.0,0.0,30.0,30.0,14.0,30.0,-30.0,3.0,3.0,27.0,2.0,4.0,77.0,87.0,89.0,9.0,34.0,83.0,54.0,91.0,88.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0
00:00:20:613,89,59.0,67.0,67.0,39300.0,0.0,0.0,39400.0,0.0,0.0,111.0,-12.0,147.0,17.0,27.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,27.0,2.0,4.0,77.0,87.0,89.0,9.0,34.0,83.0,54.0,91.0,88.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0
00:00:20:736,89,59.0,67.0,67.0,39500.0,0.0,0.0,39400.0,0.0,0.0,111.0,-12.0,99.0,24.0,0.0,30.0,30.0,28.0,30.0,-30.0,3.0,3.0,27.0,2.0,4.0,77.0,87.0,89.0,9.0,34.0,83.0,54.0,91.0,88.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0
00:00:20:788,89,59.0,67.0,67.0,39500.0,0.0,0.0,39600.0,0.0,0.0,94.0,46.0,99.0,24.0,28.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,27.0,2.0,4.0,77.0,87.0,89.0,9.0,34.0,83.0,54.0,91.0,88.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0
00:00:20:788,89,59.0,67.0,67.0,39700.0,0.0,0.0,39600.0,0.0,0.0,94.0,46.0,35.0,-46.0,0.0,30.0,30.0,23.0,30.0,-30.0,3.0,3.0,27.0,2.0,4.0,77.0,87.0,89.0,9.0,34.0,83.0,54.0,91.0,88.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0
00:00:20:907,89,59.0,67.0,67.0,39700.0,0.0,0.0,39800.0,0.0,0.0,226.0,64.0,35.0,-46.0,15.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,27.0,2.0,4.0,77.0,87.0,89.0,9.0,34.0,83.0,54.0,91.0,88.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0
00:00:20:961,89,59.0,67.0,67.0,39900.0,0.0,0.0,39800.0,0.0,0.0,226.0,64.0,-71.0,-12.0,0.0,30.0,30.0,16.0,30.0,-30.0,3.0,3.0,27.0,2.0,4.0,77.0,87.0,89.0,9.0,34.0,83.0,54.0,91.0,88.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0
00:00:20:961,89,59.0,67.0,67.0,39900.0,0.0,0.0,40000.0,0.0,0.0,43.0,20.0,-71.0,-12.0,13.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,27.0,2.0,4.0,77.0,87.0,89.0,9.0,34.0,83.0,54.0,91.0,88.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0
00:00:20:961,89,59.0,67.0,67.0,40100.0,0.0,0.0,40000.0,0.0,0.0,43.0,20.0,194.0,-63.0,0.0,30.0,30.0,28.0,30.0,-30.0,3.0,3.0,27.0,2.0,4.0,77.0,87.0,89.0,9.0,34.0,83.0,54.0,91.0,88.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0
00:00:21:107,89,59.0,67.0,67.0,40100.0,0.0,0.0,40200.0,0.0,0.0,-48.0,-36.0,194.0,-63.0,20.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,27.0,2.0,4.0,77.0,87.0,89.0,9.0,34.0,83.0,54.0,91.0,88.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0
00:00:21:165,89,83.0,76.0,100.0,40100.0,0.0,0.0,40200.0,0.0,0.0,-48.0,-36.0,194.0,-63.0,20.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,43.0,77.0,82.0,72.0,42.0,66.0,16.0,22.0,82.0,88.0,46.0,73.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0
00:00:21:165,89,83.0,76.0,100.0,40300.0,0.0,0.0,40200.0,0.0,0.0,-48.0,-36.0,187.0,-38.0,0.0,30.0,30.0,11.0,30.0,-30.0,3.0,3.0,43.0,77.0,82.0,72.0,42.0,66.0,16.0,22.0,82.0,88.0,46.0,73.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0
00:00:21:284,89,83.0,76.0,100.0,40300.0,0.0,0.0,40400.0,0.0,0.0,220.0,-57.0,187.0,-38.0,22.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,43.0,77.0,82.0,72.0,42.0,66.0,16.0,22.0,82.0,88.0,46.0,73.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0
00:00:21:284,89,83.0,76.0,100.0,40500.0,0.0,0.0,40400.0,0.0,0.0,220.0,-57.0,164.0,78.0,0.0,30.0,30.0,25.0,30.0,-30.0,3.0,3.0,43.0,77.0,82.0,72.0,42.0,66.0,16.0,22.0,82.0,88.0,46.0,73.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0
00:00:21:284,89,83.0,76.0,100.0,40500.0,0.0,0.0,40600.0,0.0,0.0,94.0,51.0,164.0,78.0,24.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,43.0,77.0,82.0,72.0,42.0,66.0,16.0,22.0,82.0,88.0,46.0,73.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0
00:00:21:366,89,83.0,76.0,100.0,40700.0,0.0,0.0,40600.0,0.0,0.0,94.0,51.0,-71.0,14.0,0.0,30.0,30.0,30.0,30.0,-30.0,3.0,3.0,43.0,77.0,82.0,72.0,42.0,66.0,16.0,22.0,82.0,88.0,46.0,73.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0
00:00:21:439,89,83.0,76.0,100.0,40700.0,0.0,0.0,40800.0,0.0,0.0,-76.0,-77.0,-71.0,14.0,15.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,43.0,77.0,82.0,72.0,42.0,66.0,16.0,22.0,82.0,88.0,46.0,73.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0
00:00:21:504,89,83.0,76.0,100.0,40900.0,0.0,0.0,40800.0,0.0,0.0,-76.0,-77.0,54.0,-17.0,0.0,30.0,30.0,20.0,30.0,-30.0,3.0,3.0,43.0,77.0,82.0,72.0,42.0,66.0,16.0,22.0,82.0,88.0,46.0,73.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0
00:00:21:606,89,83.0,76.0,100.0,40900.0,0.0,0.0,41000.0,0.0,0.0,-10.0,32.0,54.0,-17.0,22.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,43.0,77.0,82.0,72.0,42.0,66.0,16.0,22.0,82.0,88.0,46.0,73.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0
00:00:21:667,89,49.0,22.0,23.0,40900.0,0.0,0.0,41000.0,0.0,0.0,-10.0,32.0,54.0,-17.0,22.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,63.0,16.0,74.0,57.0,63.0,66.0,43.0,63.0,94.0,100.0,18.0,100.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0
00:00:21:667,89,49.0,22.0,23.0,41100.0,0.0,0.0,41000.0,0.0,0.0,-10.0,32.0,77.0,38.0,0.0,30.0,30.0,27.0,30.0,-30.0,3.0,3.0,63.0,16.0,74.0,57.0,63.0,66.0,43.0,63.0,94.0,100.0,18.0,100.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0
00:00:21:667,89,49.0,22.0,23.0,41100.0,0.0,0.0,41200.0,0.0,0.0,117.0,-5.0,77.0,38.0,17.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,63.0,16.0,74.0,57.0,63.0,66.0,43.0,63.0,94.0,100.0,18.0,100.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0
00:00:21:813,89,49.0,22.0,23.0,41300.0,0.0,0.0,41200.0,0.0,0.0,117.0,-5.0,-28.0,-55.0,0.0,30.0,30.0,15.0,30.0,-30.0,3.0,3.0,63.0,16.0,74.0,57.0,63.0,66.0,43.0,63.0,94.0,100.0,18.0,100.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0
00:00:21:813,89,49.0,22.0,23.0,41300.0,0.0,0.0,41400.0,0.0,0.0,143.0,42.0,-28.0,-55.0,25.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,63.0,16.0,74.0,57.0,63.0,66.0,43.0,63.0,94.0,100.0,18.0,100.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0
00:00:21:875,89,49.0,22.0,23.0,41500.0,0.0,0.0,41400.0,0.0,0.0,143.0,42.0,139.0,-18.0,0.0,30.0,30.0,15.0,30.0,-30.0,3.0,3.0,63.0,16.0,74.0,57.0,63.0,66.0,43.0,63.0,94.0,100.0,18.0,100.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0
00:00:21:935,89,49.0,22.0,23.0,41500.0,0.0,0.0,41600.0,0.0,0.0,116.0,-29.0,139.0,-18.0,10.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,63.0,16.0,74.0,57.0,63.0,66.0,43.0,63.0,94.0,100.0,18.0,100.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0
00:00:21:935,89,49.0,22.0,23.0,41700.0,0.0,0.0,41600.0,0.0,0.0,116.0,-29.0,109.0,50.0,0.0,30.0,30.0,14.0,30.0,-30.0,3.0,3.0,63.0,16.0,74.0,57.0,63.0,66.0,43.0,63.0,94.0,100.0,18.0,100.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0
00:00:22:066,89,49.0,22.0,23.0,41700.0,0.0,0.0,41800.0,0.0,0.0,77.0,-37.0,109.0,50.0,26.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,63.0,16.0,74.0,57.0,63.0,66.0,43.0,63.0,94.0,100.0,18.0,100.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0
00:00:22:066,88,49.0,22.0,23.0,41700.0,0.0,0.0,41800.0,0.0,0.0,77.0,-37.0,109.0,50.0,26.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,63.0,16.0,74.0,57.0,63.0,66.0,43.0,63.0,94.0,100.0,18.0,100.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
00:00:22:129,88,49.0,22.0,23.0,41900.0,0.0,0.0,41800.0,0.0,0.0,77.0,-37.0,138.0,-2.0,0.0,30.0,30.0,24.0,30.0,-30.0,3.0,3.0,63.0,16.0,74.0,57.0,63.0,66.0,43.0,63.0,94.0,100.0,18.0,100.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
00:00:22:251,88,86.0,47.0,48.0,41900.0,0.0,0.0,42000.0,0.0,0.0,99.0,-20.0,138.0,-2.0,21.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,96.0,97.0,43.0,16.0,85.0,85.0,89.0,48.0,69.0,87.0,28.0,66.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
00:00:22:251,88,86.0,47.0,48.0,41900.0,0.0,0.0,42000.0,0.0,0.0,99.0,-20.0,138.0,-2.0,21.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,96.0,97.0,43.0,16.0,85.0,85.0,89.0,48.0,69.0,87.0,28.0,66.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
00:00:22:251,88,86.0,47.0,48.0,42100.0,0.0,0.0,42000.0,0.0,0.0,99.0,-20.0,174.0,-78.0,0.0,30.0,30.0,25.0,30.0,-30.0,3.0,3.0,96.0,97.0,43.0,16.0,85.0,85.0,89.0,48.0,69.0,87.0,28.0,66.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
00:00:22:353,88,86.0,47.0,48.0,42100.0,0.0,0.0,42200.0,0.0,0.0,183.0,-64.0,174.0,-78.0,17.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,96.0,97.0,43.0,16.0,85.0,85.0,89.0,48.0,69.0,87.0,28.0,66.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
00:00:22:414,88,86.0,47.0,48.0,42300.0,0.0,0.0,42200.0,0.0,0.0,183.0,-64.0,44.0,-22.0,0.0,30.0,30.0,28.0,30.0,-30.0,3.0,3.0,96.0,97.0,43.0,16.0,85.0,85.0,89.0,48.0,69.0,87.0,28.0,66.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
00:00:22:414,88,86.0,47.0,48.0,42300.0,0.0,0.0,42400.0,0.0,0.0,187.0,-78.0,44.0,-22.0,11.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,96.0,97.0,43.0,16.0,85.0,85.0,89.0,48.0,69.0,87.0,28.0,66.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
00:00:22:414,88,86.0,47.0,48.0,42500.0,0.0,0.0,42400.0,0.0,0.0,187.0,-78.0,99.0,12.0,0.0,30.0,30.0,15.0,30.0,-30.0,3.0,3.0,96.0,97.0,43.0,16.0,85.0,85.0,89.0,48.0,69.0,87.0,28.0,66.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
